codigo_produto,descricao_produto,quantidade,faturamento,pedidos,empresas,percentual,percentual_acumulado,classe_abc
DE03199,FITA DE LED RGB REF. 6803 WHZ LED,5.0,223.0,2,1,0.0004547862891926871,0.7828126268252124,A
DH04551,PORTA RETRATO POLIRESINA BE HAPPY VERMELHO 15X20CM TUUT,2.0,222.0,2,1,0.0004527468887927199,0.7832653737140051,A
DE00244,Botoeira Simples Com  Fio 433mhz  P/  Fechaduras e Portões  - IPEC,12.0,220.06,12,1,0.0004487904520167835,0.7837141641660218,A
HIG-VIRT-BPK-BP20MPR-050,Embalagem Bp20 Doce Retangular Pote Bipack Com 50 Uni,4.0,220.0,4,1,0.00044866808799278547,0.7841628322540146,A
60472664782,Saco De Lixo 300l Extra Reforçado Com 50un Boca Larga,2.0,220.0,2,1,0.00044866808799278547,0.7846115003420074,A
12431,Escada Alumínio 5 Degraus Mor,1.0,219.9,1,1,0.00044846414795278873,0.7850599644899602,A
40317,TOALHA DE BANHO FONTANI NEBIA 70X140,2.0,219.8,1,1,0.00044826020791279204,0.785508224697873,A
DH04211,BANDEJA EM POLIRRESINA,2.0,219.8,2,1,0.00044826020791279204,0.7859564849057857,A
1140,"Assadeira Alta N3 Eirilar 6,2 Litros  com Grelha",2.0,218.11,2,1,0.00044481362123684746,0.7864012985270226,A
8140,Cola Bastão – Tubo 40G Faber-Castell,10.0,216.72,7,1,0.000441978854680893,0.7868432773817035,A
60005806665,Saco De Lixo 200 Litros Reforçado Preto 95x115 Pct C/ 5kg,4.0,216.6,2,1,0.0004417341266328969,0.7872850115083363,A
40X6001234UN1KG,"Saco Plástico 40x60 Transparente Esp. 0,12 34 Unc/ 1kg Pe",6.0,216.48,4,1,0.00044148939858490086,0.7877265009069212,A
DY26314,Balão Junino Médio 50 cm - Decoração Festa Junina,4.0,215.96,2,1,0.000440428910376918,0.7881669298172981,A
DU00150,FOLHA ENVELHECIDA  VIVAFLOR COD 2482,4.0,215.6,1,1,0.0004396947262329297,0.788606624543531,A
DH01803,GALHETEIRO VIDRO COM SUPORTE INOX TUUT,1.0,212.99,1,1,0.00043437189118901534,0.78904099643472,A
NS238,BANDEIRA DO BRASIL EM ROLO PARA A COPA DO MUNDO 38 cm x25 m,4.0,212.8,1,1,0.0004339844051130216,0.789474980839833,A
HIG-VIRT-BPK-BP20MPR-100,Embalagem Para Rocambole Bp20 Bipack 100 Unidades Transparen,2.0,212.76,2,1,0.00043390282909702287,0.7899088836689301,A
21772,FECHADURA BANHEIRO 1710 INC ROL TR81 CR IMAB,1.0,212.32,1,1,0.0004330054929210373,0.7903418891618511,A
DH04584,PRATO PARA BOLO COM PE DAISY CRISTAL WOF,2.0,211.8,2,1,0.00043194500471305437,0.7907738341665642,A
DE02335-PT-220,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 220 - preta,2.0,211.8,2,1,0.00043194500471305437,0.7912057791712773,A
DH03165,"ESPAGUETEIRA 5,7 L - GRF BRINOX",1.0,210.48,1,1,0.00042925299618509766,0.7916350321674624,A
24444,Panela Pressão 5 L Polida Fech Externo Eirilar,1.0,210.0,1,1,0.0004282740839931134,0.7920633062514556,A
DH01029,PASSADEIRA A VAPOR 127V CADENCE,1.0,209.9,1,1,0.0004280701439531167,0.7924913763954087,A
DE06486-220V,Trava Dz Lock Plus Portões Deslizantes Ipec Temporizador - 220V,1.0,209.52,1,1,0.00042729517180112916,0.7929186715672099,A
7318,CANECAO EXTRA FORTE .N16 NICOPAN,5.0,209.5,4,1,0.0004272543837931298,0.793345925951003,A
35152,Banqueta Plástica Branca Mor,7.0,209.3,2,1,0.00042684650371313635,0.7937727724547161,A
46610,Conjunto C/ 6 Xícaras De Chá Biona Donna Bloom Cerâmica C/Pires 200ml Oxford,1.0,209.13,1,1,0.0004264998056451419,0.7941992722603612,A
HIG-REAL-GM222060007,Fita Rotulador Brother PT-65 PT-70 PT-80 PT-85 PT-70Bm Compatível Etiquetador mk131 M-231 MK-231 MK231 12mm,11.0,208.67,9,1,0.000425561681461157,0.7946248339418224,A
DE00296,SINALEIRA AUDIOVISUAL MAXI - IPEC,1.0,207.99,1,1,0.0004241748891891793,0.7950490088310116,A
NS184,GIZ DE CERA  RETRÁTIL - 12 CORES - MP 751 UN,11.0,207.77,8,1,0.00042372622110118654,0.7954727350521128,A
78974766602521,PESO PORTA COBRA SORTIDA,11.0,207.6,8,1,0.0004233795230331921,0.795896114575146,A
DE07029-MINI,"Receptor Para Central Rxflex Mini 433,92mhz Ipec",6.0,207.53,6,1,0.0004232367650051944,0.7963193513401512,A
DE06526,Filtro de Linha 6 Tomadas Extensão 3 Metros Régua Bivolt,4.0,206.48,4,1,0.0004210953945852288,0.7967404467347364,A
hamx83917,Mangueira Látex 25 Metros KM230CA Azul Kepper [F002],1.0,205.98,1,1,0.0004200756943852452,0.7971605224291217,A
36983,PANO COPA TEKA FELP PRIMORE 40X65CM SORTIDO,26.0,205.4,10,1,0.00041889284215326425,0.797579415271275,A
NS54,Papel Fotográfico Glossy A4 115g 50 Folhas Masterprint Branco,11.0,205.04000000000002,10,1,0.0004181586580092761,0.7979975739292843,A
DU00326,"LEITEIRA PRETA CARVALHO 1,5 L ALUMINIO E BAQUELITE CLINCK",2.0,203.7,2,2,0.00041542586147331995,0.7984129997907576,A
BLGBEL4988,Lixeira Redonda 100 Litros Tipo Balde,1.0,202.4,1,1,0.0004127746409533626,0.798825774431711,A
CR100-am,Cesto Lixeira Plastico Tipo Balde 100l Marca Jsn - Amarelo,1.0,202.4,1,1,0.0004127746409533626,0.7992385490726643,A
DE00215,Central De Portão Rampa X4 Com Sensor Hall Ipec,2.0,201.43,2,1,0.00041079642256539446,0.7996493454952297,A
SHPS71133001-,Limitador Porta Traseira Bau Dir Ou Esq Fiorino 85 A 13 [F103],2.0,200.78,2,1,0.00040947081230541574,0.8000588163075352,B
DE00301,Protetor De Rede Elétrica Pro-rede Bivolt Contra Surtos Ipec,6.0,200.76,3,1,0.00040943002429741636,0.8004682463318326,B
DE07390,Botoeira Inox De Botão Acionador Sobrepor Mecânica Aço Ipec,4.0,200.24,4,1,0.0004083695360894335,0.800876615867922,B
78974766603731,"Varal De Chão Branco Com Abas 126X59X3,5cm",1.0,199.99,1,1,0.0004078596859894417,0.8012844755539115,B
01-SHP-00000183,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,200 Litros",1.0,198.72,1,1,0.0004052696474814833,0.8016897452013929,B
DE00289,BOX ANTI-VANDALISMO BRANCO COM 2 PEÇAS IPEC,1.0,195.9,1,1,0.00039951853835357577,0.8020892637397465,B
DE07593,BOLEIRA DE VIDRO 29CM COM PÉ E CUPULA CENTRO MESA  HAUSKRAFT,2.0,193.9,2,1,0.0003954397375536414,0.8024847034773002,B
TNY-hamx62541,Chaleira Elétrica Agratto CE02 Prata Em Aço Inox 220V [F002],1.0,193.62,1,1,0.00039486870544165056,0.8028795721827419,B
DH01645,Refil Difusor 300ml Essencia Chá Branco Greenswet,2.0,193.24,2,2,0.000394093733289663,0.8032736659160316,B
01-SHP-00000199,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,200 Litros",1.0,192.75,1,1,0.0003930944270936791,0.8036667603431252,B
50641,CALCULADORA ELETRONICA VIGHS V-8875-12 DIGITOS,3.0,191.97,1,1,0.00039150369478170463,0.8040582640379069,B
NS146,LÁPIS PRETO DE RESINA - MASTERPRINT - MP743 CX COM 72 UN,7.0,191.73000000000002,5,1,0.00039101423868571255,0.8044492782765926,B
78974766602520,PESO PORTA DE BALA SORTIDA,9.0,191.61,2,1,0.0003907695106377165,0.8048400477872304,B
DH00531,POTICHE VIDRO DIAMANTE COM TAMPA LILIAN,6.0,191.4,1,1,0.0003903412365537234,0.8052303890237841,B
78974766604267, Fruteira Prática Branca 0414 Utilaço,1.0,189.9,1,1,0.00038728213595377257,0.8056176711597378,B
78974766604060,Jarra de Vidro Magestic com Tampa  1800ml Vemax,5.0,189.42000000000002,4,1,0.0003863032237617883,0.8060039743834996,B
hig-virt-scc-001,"Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado solteiro - 1 unidade",9.0,189.0,9,1,0.00038544667559380205,0.8063894210590934,B
78974766604274,Carrinho De Feira Reforçado- Utilaço  - Preto,1.0,185.9,1,1,0.00037912453435390373,0.8067685455934474,B
NS235,KIT CLIPE COLORIDO PLÁSTICO CANDY + NEON  100 UNID CADA COR.,7.0,185.01,7,1,0.0003773094679979329,0.8071458550614453,B
40080,Kit 3 peças Pratos Bellagio Linha Sicília Raso Sobremesa Fundo Bowl,2.0,184.55,2,1,0.00037637134381394803,0.8075222264052593,B
DU00112,POTE COELHO COM TAMPA BRANCO PÁSCOA CERAMICA 23 CM FLORARTE,1.0,184.41,1,1,0.0003760858277579526,0.8078983122330172,B
13044,PORTA ESCOVA DE DENTE BELFIORE C/ PUX CR PRETO,1.0,184.14,1,1,0.0003755351896499614,0.8082738474226672,B
DH01548,Lixeira Com Pedal 5L Fluted Cinza Jolitex,1.0,184.0,1,1,0.000375249673593966,0.8086490970962611,B
DH02578,IM029DC-RS_NOSSA SRA. APARECIDA BRANCA DECOUPADA ROSA 28CM ARTE SANTA,1.0,183.9,1,1,0.0003750457335539693,0.809024142829815,B
TNY-hamx85211,Adaptador Benjamim Múltiplo Powercube PWC-X5/3M Bivolt ELG [F002],1.0,183.09,1,1,0.0003733938192299959,0.809397536649045,B
DU00489,KIT PARA O DIA DAS MAES DECO HOME ,7.0,181.3,1,1,0.0003697432925140546,0.8097672799415591,B
MLB1275745483_40552672366,Saco De Lixo 20 Litros Pacote C/100 Vermelho Cor:Vermelho,9.0,181.0,9,1,0.0003691314723940644,0.8101364114139531,B
DE05009,Filtro de Linha 8 Tomadas Extensão 3 Metros Régua Bivolt,3.0,180.9,1,1,0.0003689275323540677,0.8105053389463072,B
01-SHP-00000785,Lixeira com Pedal 15L 25L 30L 60L 100L Plástica Reforçada Tampa e Aro | Cozinha Banheiro Escritório - Lixeira Pedal 60 L,1.0,180.61,1,1,0.00036833610623807723,0.8108736750525453,B
Y1-JX30-NLXI,Cesto Plastico de 29cm Tampa Vai-Vem Capacidade 12 Litros,4.0,180.0,2,1,0.00036709207199409717,0.8112407671245394,B
CQ-7OBH-8XA0,Etiqueta Térmica 100 mm x 150 mm 10 rolos 2000 etiquetas,1.0,180.0,1,1,0.00036709207199409717,0.8116078591965336,B
48373,Fruteira Prática Três Prateleiras Aço Carbono Preto 0504 - utilaço,1.0,179.9,1,1,0.0003668881319541005,0.8119747473284876,B
78974766603627,Berço Para Boneca Infantil Feito Em Madeira Rosa,1.0,179.9,1,1,0.0003668881319541005,0.8123416354604417,B
78974766602349,COPO ARNO POWER MAX 1000/700/ 1400 MULTICHEF cod 9340,3.0,179.7,3,1,0.000366480251874107,0.8127081157123158,B
78974766602347,COPO MONDIAL TURBO POWER L99 CRISTAL REF 9437,3.0,179.7,3,1,0.000366480251874107,0.81307459596419,B
11354,Copo liquidificador mebrasi clean cristal britânia electrolux filter preta 2030,3.0,179.7,3,1,0.000366480251874107,0.8134410762160641,B
DU00242,MAGNOLIA (VERDE OLIVA) 80cm FLORARTE,4.0,179.6,1,1,0.0003662763118341103,0.8138073525278982,B
DH04600,KIT 6 BISC AMANTEIGADO 50g 1 MINI GELEIA FRUTAS VERM 45g ARTE CACAU,4.0,179.6,3,1,0.0003662763118341103,0.8141736288397322,B
DH00330,TIGELA VIDRO COM BORDA 20CM DOURADA  ,6.0,179.4,1,1,0.0003658684317541169,0.8145394972714863,B
78974766603600,Kit 5 Potes De Vidro Com Tampa Trava De Plástico VEMAX,6.0,179.39999999999998,2,1,0.0003658684317541168,0.8149053657032405,B
78974766604352,GUARDA CHUVA 60CM 8K AUTO XADREZ COLOR REF XH5544,6.0,179.39999999999998,6,1,0.0003658684317541168,0.8152712341349946,B
NS56,Pasta L Plástica Ofício 210x350mm Cristal Acp 10un,11.0,178.97,3,1,0.00036499148958213097,0.8156362256245767,B
872557,Batedeira Portátil Pbt450p Crome Case 550w Preta Philco 127v,1.0,178.9,1,1,0.00036484873155413327,0.8160010743561309,B
DH03936,POTICHE CRMC REDONDO NATAL PRESENTE VERMELHO SANTA CECILIA,1.0,178.51,1,1,0.000364053365398146,0.816365127721529,B
NS18,Kit 6 Cartuchos de Toner Q2612-A,1.0,177.73,1,1,0.0003624626330861716,0.8167275903546152,B
01-SHP-00000207,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,30 Litros",2.0,177.01999999999998,2,1,0.00036101465880219487,0.8170886050134174,B
QV-6HF6-W2H3,Conduíte Eletroduto Corrugado Reforçado 1 Polegada Não Amassa 25 metro Cinza,3.0,177.0,3,1,0.0003609738707941956,0.8174495788842115,B
HIG-REAL-GM302010050,Papel Fotográfico Inkjet A4 Matte Dupla Face 220g,3.0,177.0,3,1,0.0003609738707941956,0.8178105527550057,B
XN-MYHM-8EL4,Saco de Lixo 20 Litros com 100 Unidades - Reforçado (Amarelo),6.0,177.0,6,1,0.0003609738707941956,0.8181715266257998,B
DG-QJGC-N11X,Cinzeiro Lixeira Plástico Com Aro Em Aço Inox 24x53 C6i JSN,1.0,176.0,1,1,0.0003589344703942284,0.8185304610961941,B
TBK001460,Kit 4 Toalhas Banho Grossas Banhão 70 X 140 Montreal Super Luxo Alta Absorção,1.0,175.99,1,1,0.0003589140763902287,0.8188893751725843,B
DH02407,BANDEJA PORCELANA RETANGULAR BRANCO DOURADO 30CM  FLORARTE,1.0,175.9,1,1,0.00035873053035423164,0.8192481057029385,B
DH00598,CENTRO DE MESA DE VIDRO  286 DAYHOME,2.0,175.8,2,1,0.00035852659031423496,0.8196066322932527,B
31357,TERRA VEGETAL LORIANNA 15KG,9.0,175.19,8,1,0.00035728255607025495,0.819963914849323,B
HIG-VIRT-JSN-P60am-001,"Lixeira Quadrada Plástica com Pedal (Amarelo, 60 litros)",1.0,175.0,1,1,0.0003568950699942612,0.8203208099193172,B
HIG-REAL-EML519412,SACO PARA LIXO EMBALIXO BLOQUEADOR DE ODORES COM ALÇA 30L - C/ 20 SACOS,6.0,174.0,4,1,0.00035485566959429397,0.8206756655889115,B
01-SHP-00000197,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Marrom,30 Litros",2.0,173.55,2,1,0.00035393793941430874,0.8210296035283258,B
8399,Garrafa Térmica Dupla Camada Vácuo Luke 310ml - Bebidas Quentes por 5h e Frias por 7h,1.0,172.74,1,1,0.0003522860250903353,0.8213818895534161,B
TNY-hamx79094,Chaleira Elétrica Agratto Aroma Preto 127v [F002],1.0,170.39,1,1,0.00034749343415041233,0.8217293829875665,B
78974766602829,Prato Raso 24 cm Biona Donna Jardim de Cerejas OXFORD,5.0,170.14,3,1,0.00034698358405042053,0.8220763665716169,B
78974766604319,Conjunto C/ 6 Xícaras De Chá Biona Donna Lirios Cerâmica C/ Pires 200ml Oxford,1.0,169.9,1,1,0.00034649412795442844,0.8224228606995713,B
DE07430,Kit Fechadura Magnética Eletroímã M60 Com Bloco Blanque Ipec,2.0,169.78,1,1,0.0003462493999064323,0.8227691100994777,B
28512,SLIDER PRETO 37/38,1.0,169.0,1,1,0.0003446586675944579,0.8231137687670722,B
32264,TORNEIRA ELETRICA 220V FAME,1.0,169.0,1,1,0.0003446586675944579,0.8234584274346667,B
174570763575,Saco Para Lixo 200 Litros P7 Reforçado C/ 100 Unidades,1.0,169.0,1,1,0.0003446586675944579,0.8238030861022612,B
DH04452,BANDEJA EM METAL COM ESPELHO MART,1.0,168.9,1,1,0.00034445472755446124,0.8241475408298157,B
01-SHP-00000495,"Saco de Lixo 600 Litros Reforçado 140x160 0,15 Micras Preto Kits com 5 ate 20 und - ???? 5 unidades",3.0,168.14999999999998,3,1,0.0003429251772544858,0.8244904660070702,B
DH00740,PORTA BOLO DE BAMBU 40CM MUNDIART,2.0,167.8,2,1,0.0003422113871144973,0.8248326773941848,B
DH04708,"TAÇA DAISY COM 320ML EM CRISTAL 16,5X9X9 WOLFF",6.0,167.58,1,1,0.0003417627190265045,0.8251744401132113,B
CEQ075CA4,"Chamequinho Papel A4, 75 g, 100 Folhas, Branco Sulfite",18.0,167.31,14,1,0.00034121208091851334,0.8255156521941298,B
HIG-VIRT-JSN-P60p-001,"Lixeira Quadrada Plástica com Pedal (Preto, 60 litros)",1.0,166.86,1,1,0.0003402943507385281,0.8258559465448684,B
TBK001458,Kit 4 Toalhas Banho Grossas Banhão 70 X 140 Montreal Super Luxo Alta Absorção,1.0,165.99,1,1,0.00033852007239055663,0.8261944666172589,B
DH01669,Copo de Cristal para Água 400ml Haus Cada,4.0,163.72,3,1,0.0003338906334826311,0.8265283572507416,B
78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 15 unidades",2.0,163.4,2,1,0.0003332380253546416,0.8268615952760963,B
01-SHP-00000215,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,150 Litros",1.0,162.44,1,1,0.00033128020097067303,0.8271928754770669,B
01-SHP-00000161,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Vermelho,150 Litros",1.0,162.44,1,1,0.00033128020097067303,0.8275241556780375,B
DE06469,Central Portão Placa Canais Receptor X6 Dupla Controles Ipec,1.0,161.99,1,1,0.0003303624707906878,0.8278545181488282,B
50801,FITA DE EMPACOTAMENTO 48X100 - UN - SULAMERICANA,12.0,160.6,10,1,0.0003275277042347334,0.8281820458530629,B
10309,PORTA ALG/COT BELFIORE C/ PUX CR PRETO,1.0,160.6,1,1,0.0003275277042347334,0.8285095735572976,B
DH00347,Difusor De Aromas Flor De Laranja 250ml Greenswet,1.0,159.9,1,1,0.00032610012395475636,0.8288356736812523,B
80016,Água Perfumada para Roupas Trussardi 500ml Ficos,1.0,159.9,1,1,0.00032610012395475636,0.8291617738052071,B
30762,Tabua De Passar Roupa Nice Mor,1.0,159.9,1,1,0.00032610012395475636,0.8294878739291618,B
48890,Arara Pratica Utilar C/ Sapateira Utilaço,1.0,159.9,1,1,0.00032610012395475636,0.8298139740531165,B
28760,TOALHA DE BANHO LECCE GELO,1.0,159.9,1,1,0.00032610012395475636,0.8301400741770713,B
28766,TOALHA DE BANHO LECCE BRANCO,1.0,159.9,1,1,0.00032610012395475636,0.830466174301026,B
78974766602570,Carrinho de Compra Feira Dobrável 30kg Com Rodinhas ESTAMPADO CATUAÍ,2.0,159.8,2,1,0.00032589618391475967,0.8307920704849407,B
51031,Cadeado 35mm Pequeno Latão Maciço Haste De Aço Cr35 Papaiz,4.0,159.6,3,1,0.0003254883038347662,0.8311175587887755,B
03071740158,"Papel Sulfite A4, 75g, 500 folhas Chamex",4.0,159.6,4,1,0.0003254883038347662,0.8314430470926102,B
HIG-REAL-GM302010059,Papel Fotográfico Matte 90g A4 Fosco Branco Masterprint 100 Folhas,5.0,159.5,3,1,0.00032528436379476944,0.8317683314564049,B
DU00474,BISCOITO BAUNILHA AMANTEIGADO DIA DAS MÃES CADA,27.0,159.3,6,1,0.00032487648371477606,0.8320932079401198,B
60472656897,Lixeira Mix 25 Litros Coleta Seletiva Com 3 Divisões,1.0,158.4,1,1,0.00032304102335480554,0.8324162489634745,B
DH04577,"POTE DE VIDRO COM TAMPA DA MADEIRA PINUS 2,4L WOLF",2.0,157.98,1,1,0.0003221844751868193,0.8327384334386614,B
TBK003230,Jogo de Toalha 4 peças Coleção Montreal 100% Algodão Cinza,1.0,157.49,1,1,0.0003211851689908354,0.8330596186076522,B
DH02123,CONJUNTO 4 PEÇAS PRA CHURRASCO AÇO INOX CABO EM MADEIRA MOR,1.0,156.9,1,1,0.00031998192275485473,0.833379600530407,B
MLB1882922094,"10 Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado",2.0,156.0,2,1,0.0003181464623948842,0.833697746992802,B
NS161,Kit 6 Caixa Lápis D Cor 10 Cores Tons Pele Mp714 Masterprint,5.0,155.05,1,1,0.0003162090320149154,0.8340139560248169,B
DH01374,SABONETE LIQUIDO 250ML ESSENCIA BAMBU GREENSWET ,1.0,154.9,1,1,0.0003159031219549203,0.8343298591467718,B
DU00322,LIXEIRA BASCULANTE 1UN EM AÇO INOX 8 L 29X25X25CM CLINCK,1.0,154.9,1,1,0.0003159031219549203,0.8346457622687268,B
BLGBEL6549,Saco Transparente 50x80 Cm (10 Unds) Utilizado Cesta Basica,6.0,153.89999999999998,6,1,0.00031386372155495305,0.8349596259902817,B
8207,Garrafa Térmica Inox Escovado 800ml Preta Cafés e Chás - Mood,1.0,153.49,1,1,0.0003130275673909666,0.8352726535576727,B
TNY-hamx33830,Kit 4 Tintas Gi-190 Para Canon G1900 G3111 G3102 G3010 G3110 Preto - Ciano - Magenta - Amarelo,1.0,152.98,1,1,0.00031198747318698326,0.8355846410308596,B
NS212,BLOCO AUTO ADESIVO PAUTADO -CONTÉM 75 FLS -130 X 100mm,9.0,152.91,3,1,0.00031184471515898556,0.8358964857460186,B
7945,"Rodo Mágico de Espuma 38cm com Espremedor Duplo e Cabo Telescópico de 1,40m",1.0,150.89,1,1,0.00030772512635105176,0.8362042108723696,B
49342,Balde com Alça de Plástico 20 Litros,4.0,150.87,2,1,0.0003076843383430525,0.8365118952107127,B
8354,CARRINHO DE BONECA GRANDE BRINQMAR,1.0,150.51,1,1,0.0003069501541990643,0.8368188453649117,B
28148,TOALHA DE LAVABO INDIVIDUAL CHEVERNY,3.0,150.0,1,1,0.000305910059995081,0.8371247554249067,B
BLGBEL4404,Kit Saco Plástico Para Descarte De Absorvente C/100,2.0,150.0,2,1,0.000305910059995081,0.8374306654849017,B
DH01257,KIT BANHEIRO CIMENTO BRANCO 3 PEÇAS MART ,1.0,149.9,1,1,0.00030570611995508427,0.8377363716048568,B
hig-virt-scc-010,"Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado solteiro - 10 unidade",2.0,149.76,2,1,0.00030542060389908887,0.8380417922087559,B
23879,Caixa Organizadora  Color  31L Santana  Cores Sortidas,3.0,149.7,2,1,0.00030529823987509084,0.838347090448631,B
78974766603825,Forma de Silicone para Airfryer 19cm,5.0,149.5,4,1,0.0003048903597950974,0.8386519808084261,B
48722,CALCULADORA ELETRONICA TN 837B,5.0,149.5,3,1,0.0003048903597950974,0.8389568711682212,B
MB102,Cajón Compacto Elétrico Para Percussão Marcos Brandão,1.0,149.0,1,1,0.0003038706595951138,0.8392607418278163,B
46413,Bowl Opaline 800ML - Nadir,15.0,148.5,4,1,0.0003028509593951302,0.8395635927872114,B
60473910589,Saco De Lixo Reforçado 100l Com 100un,2.0,147.5,2,1,0.000300811558995163,0.8398644043462066,B
DE00329,Regua Tomada Filtro De Linha 8 Tomadas Rack 19 Preto Ipec,2.0,147.42,2,1,0.00030064840696316557,0.8401650527531698,B
60005677858,100 - Saco De Lixo Transparente - 200 Litros Médio 0.10 Cor:Branco,1.0,147.0,1,1,0.0002997918587951794,0.8404648446119649,B
MSL001092,Amaciante de Roupa Comfort Pro Lavanderia Puro Cuidado Concentrado Galão 5L,1.0,146.99,1,1,0.0002997714647911797,0.8407646160767561,B
4708,"CACAROLA BEM FORTE N22 3,2L",1.0,146.9,1,1,0.00029958791875518264,0.8410642039955113,B
odes131548,Filtro De Linha Sms Bivolt 4 Tomadas Cabo 3mts  |  62329 [F023],2.0,146.88,1,1,0.0002995471307471833,0.8413637511262585,B
DE06215,Módulo Wifi Control Mono Para Centrais App Celular Ipec,1.0,146.29,1,1,0.00029834388451120263,0.8416620950107697,B
BLGBEL4807,Lixeira Mix Com 3 Divisões 30 Litros,1.0,145.55,1,1,0.00029683472821522694,0.8419589297389849,B
DU00465,CANECA CEREMICA ROSQUINHA DOCE ROSA 3401ML 10X14CM FLORARTE,1.0,145.44,1,1,0.00029661039417123053,0.8422555401331562,B
KIT 34534,Cesta Basica Alimentos 11 Itens,1.0,144.0,1,1,0.00029367365759527776,0.8425492137907514,B
DE00224,Receptor Placa Custom Mono Code Learn Sensor 433mhz Central,3.0,143.4,3,1,0.00029245001735529746,0.8428416638081068,B
DH04717,PORTA-RETRATO BOSTON 10CM X 15CM MDF WOLFF,6.0,143.39999999999998,3,1,0.0002924500173552974,0.8431341138254621,B
7696,PORTA TOALHA MOVEL 02 VARETAS ITALY CR/DR,1.0,143.0,1,1,0.00029163425719531055,0.8434257480826575,B
MB125,Kit Acessórios Percussão Cajones Mb Shake Ganzá Peruano,1.0,142.79,1,1,0.0002912059831113174,0.8437169540657687,B
DE02359-PT,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - PRETO,1.0,142.77,1,1,0.0002911651951033181,0.844008119260872,B
DE02359-BR,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - BRANCO,1.0,142.77,1,1,0.0002911651951033181,0.8442992844559754,B
SHPS33365001-,Bieleta Dianteira Esq Dir Meriva Montana Vectra Blazer [F103],1.0,142.55,1,1,0.0002907165270153253,0.8445900009829906,B
7713,"CUBA PADOVE SOBREPOR PEQ 38X27X11,5 RESIART",1.0,140.6,1,1,0.00028673969623538927,0.844876740679226,B
DE02331-CZ,Suporte De Mola Aérea 45Kg Para Porta Vidro Ipec F2 - CINZA,2.0,140.3,2,1,0.0002861278761153991,0.8451628685553414,B
BLGBEL5723,Saco De Lixo 30 Litros Reforçado Branco - 50 Unidades,6.0,139.96,4,1,0.00028543447997941027,0.8454483030353208,B
78974766603911,Kit 4 MARCADORES PARA QUADRO BRANCO SLIM JOCAR OFFICE,7.0,139.92999999999998,7,1,0.00028537329796741117,0.8457336763332882,B
DH04585,"CJ 6 COPOS 370ML E 1 JARRA 1,5L DAISY CRISTAL WOLF",1.0,139.9,1,1,0.00028531211595541223,0.8460189884492436,B
DE03088,CAFETEIRA ELETRICA 18CAFES CONTRAST CADENCE,1.0,139.9,1,1,0.00028531211595541223,0.846304300565199,B
DH0941,ABAJUR COBRE COM ACRILICO BIVOLT 40W ALFACELL,1.0,139.9,1,1,0.00028531211595541223,0.8465896126811544,B
24392,"Panela Pressão Speed Anti 4,5 Litros Eirilar",1.0,139.9,1,1,0.00028531211595541223,0.8468749247971098,B
DH03354,JG 12PÇS XICARA CHÁ VIDRO C/PIRES 210ML PLANETA,1.0,139.9,1,1,0.00028531211595541223,0.8471602369130652,B
1920-53,Cesto Fechado Preto com tampa basculante preta - 53 L,2.0,139.8,1,1,0.0002851081759154155,0.8474453450889806,B
24887,FECHADURA 1006S PORTA BATER/CORRER WC ROS. QUADRADA GOLD,2.0,139.8,2,1,0.0002851081759154155,0.847730453264896,B
DU00342,"CHALEIRA ELETRICA 1,8L 127V PLASTICO PP E AÇO INOX  CLINCK",2.0,139.8,2,1,0.0002851081759154155,0.8480155614408115,B
78974766603826,Chaleira Aço Inox 2 Litros Delizie - MOR,2.0,139.8,2,1,0.0002851081759154155,0.8483006696167269,B
9568,CHUVEIRO FAME 4TEMP KI BANHO 220V,2.0,139.8,2,1,0.0002851081759154155,0.8485857777926423,B
78974766604354,SOMBRINHA DOBRAVEL MEDIA PRETA - FDC3635,4.0,139.6,3,1,0.00028470029583542206,0.8488704780884777,B
28058,Prato Fundo de Vidro Menu Duralex Opaline 23cm,10.0,139.0,2,1,0.0002834766555954417,0.8491539547440732,B
78974766602523,VEDA PORTA DUPLO DE PANO 80CM SORTIDO,6.0,138.94,5,1,0.0002833542915714437,0.8494373090356446,B
