empresa,id_pedido,total_itens,quantidade_itens,numero_pedido,canal,situacao,total_produtos,valor_frete,valor_desconto,outras_despesas,total_pedido,diferenca_produtos_x_itens,diferenca_pedido_x_itens
DECO ELETRO,869453156,21.11,1.0,45837,TikTok Shop,Enviado,21.11,0.8,0.0,0.0,21.91,0.0,0.8
DECO ELETRO,869453174,71.94,3.0,45838,ML - Deco Eletro,Entregue,71.94,0.0,0.0,0.0,71.94,0.0,0.0
DECO ELETRO,869453202,22.18,1.0,45839,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869453689,62.0,5.0,45840,Shopee,Enviado,62.0,0.0,0.0,0.0,62.0,0.0,0.0
DECO ELETRO,869453708,179.42,1.0,45841,ML - Deco Eletro,Entregue,179.42,0.0,0.0,0.0,179.42,0.0,0.0
DECO ELETRO,869453856,161.02,1.0,45842,Full - Deco Eletro,Entregue,161.02,0.0,0.0,0.0,161.02,0.0,0.0
DECO ELETRO,869454346,21.11,1.0,45843,TikTok Shop,Enviado,21.11,14.5,0.0,0.0,35.61,0.0,14.5
DECO ELETRO,869454374,42.22,2.0,45844,TikTok Shop,Entregue,42.22,0.0,0.0,0.0,42.22,0.0,0.0
DECO ELETRO,869454388,41.01,1.0,45845,ML - Deco Eletro,Entregue,41.01,0.0,0.0,0.0,41.01,0.0,0.0
DECO ELETRO,869454406,21.11,1.0,45846,TikTok Shop,Entregue,21.11,6.9,0.0,0.0,28.01,0.0,6.9
DECO ELETRO,869454419,21.11,1.0,45847,TikTok Shop,Enviado,21.11,4.5,0.0,0.0,25.61,0.0,4.5
DECO ELETRO,869454452,22.18,1.0,45848,ML - Deco Eletro,Enviado,22.18,4.99,0.0,0.0,27.17,0.0,4.99
DECO ELETRO,869454460,125.21,1.0,45849,ML - Deco Eletro,Entregue,125.21,0.0,0.0,0.0,125.21,0.0,0.0
DECO ELETRO,869454474,21.11,1.0,45850,TikTok Shop,Entregue,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869454896,42.22,2.0,45851,TikTok Shop,Entregue,42.22,0.0,0.0,0.0,42.22,0.0,0.0
DECO ELETRO,869454918,45.0,1.0,45852,Shopee,Entregue,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869454997,23.9,1.0,45854,ML - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869455084,21.11,1.0,45855,TikTok Shop,Entregue,21.11,0.0,5.0,0.0,16.11,0.0,-5.0
DECO ELETRO,869455133,22.86,1.0,45856,Full - Deco Eletro,Entregue,22.86,0.0,0.0,0.0,22.86,0.0,0.0
DECO ELETRO,869455304,22.86,1.0,45857,Full - Deco Eletro,Entregue,22.86,0.0,0.0,0.0,22.86,0.0,0.0
DECO ELETRO,869455305,42.22,2.0,45858,TikTok Shop,Enviado,42.22,5.7,0.0,0.0,47.92,0.0,5.7
DECO ELETRO,869455315,48.21,1.0,45859,ML - Deco Eletro,Entregue,48.21,9.99,0.0,0.0,58.2,0.0,9.99
DECO ELETRO,869455509,21.37,1.0,45860,Shopee,Enviado,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869455545,23.98,1.0,45861,ML - Deco Eletro,Entregue,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869455558,73.72,4.0,45862,ML - Deco Eletro,Entregue,73.72,0.0,0.0,0.0,73.72,0.0,0.0
DECO ELETRO,869455575,63.6,1.0,45863,Full - Deco Eletro,Entregue,63.6,0.0,0.0,0.0,63.6,0.0,0.0
DECO ELETRO,869455601,37.9,2.0,45864,Full - Deco Eletro,Entregue,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869455635,42.99,3.0,45865,ML - Deco Eletro,Enviado,42.99,0.0,0.0,0.0,42.99,0.0,0.0
DECO ELETRO,869455640,21.11,1.0,45866,TikTok Shop,Entregue,21.11,7.2,0.0,0.0,28.31,0.0,7.2
DECO ELETRO,869455652,36.86,2.0,45868,ML - Deco Eletro,Entregue,36.86,0.0,0.0,0.0,36.86,0.0,0.0
DECO ELETRO,869455732,63.6,1.0,45869,Full - Deco Eletro,Entregue,63.6,0.0,0.0,0.0,63.6,0.0,0.0
DECO ELETRO,869455733,48.21,1.0,45870,ML - Deco Eletro,Entregue,48.21,0.0,0.0,0.0,48.21,0.0,0.0
DECO ELETRO,869455782,63.0,5.0,45871,Full - Deco Eletro,Entregue,63.0,0.0,0.0,0.0,63.0,0.0,0.0
DECO ELETRO,869455801,37.9,2.0,45872,Full - Deco Eletro,Entregue,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869455807,37.9,2.0,45873,Full - Deco Eletro,Entregue,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869455818,73.75,1.0,45874,Shopee,Entregue,73.75,0.0,0.0,0.0,73.75,0.0,0.0
DECO ELETRO,869455831,21.11,1.0,45875,TikTok Shop,Entregue,21.11,0.0,0.63,0.0,20.48,0.0,-0.63
DECO ELETRO,869455858,73.3,1.0,45876,TikTok Shop,Entregue,73.3,0.0,2.51,0.0,70.79,0.0,-2.51
DECO ELETRO,869455873,85.05,5.0,45877,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869455888,20.9,1.0,45878,Shopee,Enviado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869455948,60.66,1.0,45880,Shopee,Enviado,60.66,0.0,0.0,0.0,60.66,0.0,0.0
DECO ELETRO,869455995,63.0,5.0,45881,Full - Deco Eletro,Entregue,63.0,0.0,0.0,0.0,63.0,0.0,0.0
DECO ELETRO,869456004,41.8,2.0,45882,Shopee,Entregue,41.8,0.0,0.0,0.0,41.8,0.0,0.0
DECO ELETRO,869456033,22.18,1.0,45883,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869456202,179.9,1.0,45884,Magalu,Pronto para envio,179.9,0.0,0.0,0.0,179.9,0.0,0.0
DECO ELETRO,869456324,47.96,2.0,45885,ML - Deco Eletro,Enviado,47.96,0.0,0.0,0.0,47.96,0.0,0.0
DECO ELETRO,869456335,21.11,1.0,45886,TikTok Shop,Entregue,21.11,8.1,0.0,1.36,29.21,0.0,8.1
DECO ELETRO,869456405,63.12,3.0,45887,ML - Deco Eletro,Entregue,63.12,0.0,0.0,0.0,63.12,0.0,0.0
DECO ELETRO,869456628,21.11,1.0,45888,TikTok Shop,Entregue,21.11,0.0,3.17,0.0,17.94,0.0,-3.17
DECO ELETRO,869456690,21.11,1.0,45889,TikTok Shop,Enviado,21.11,3.2,0.0,0.0,24.31,0.0,3.2
DECO ELETRO,869456705,70.25,1.0,45890,ML - Deco Eletro,Entregue,70.25,10.99,0.0,0.0,81.24,0.0,10.99
DECO ELETRO,869456770,85.16,4.0,45891,ML - Deco Eletro,Aprovado,85.16,0.0,0.0,0.0,85.16,0.0,0.0
DECO ELETRO,869456802,20.9,1.0,45893,Shopee,Entregue,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869456843,17.22,1.0,45894,TikTok Shop,Enviado,17.22,0.8,0.0,0.0,18.02,0.0,0.8
DECO ELETRO,869456867,62.0,5.0,45895,Shopee,Enviado,62.0,0.0,0.0,0.0,62.0,0.0,0.0
DECO ELETRO,869456891,367.38,4.0,45896,Shopee,Entregue,367.38,11.33,0.0,0.0,378.71,0.0,11.33
DECO ELETRO,869457127,20.9,1.0,45899,Shopee,Enviado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869457139,21.37,1.0,45900,Shopee,Entregue,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869457145,42.22,2.0,45901,TikTok Shop,Entregue,42.22,0.5,1.27,0.0,41.45,0.0,-0.77
DECO ELETRO,869457204,21.37,1.0,45902,Shopee,Enviado,21.37,0.0,0.86,0.0,20.51,0.0,-0.86
DECO ELETRO,869457308,21.37,1.0,45903,Shopee,Entregue,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869457587,22.86,1.0,45906,Full - Deco Eletro,Entregue,22.86,0.0,0.0,0.0,22.86,0.0,0.0
DECO ELETRO,869457734,22.18,1.0,45907,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869457749,22.18,1.0,45908,ML - Deco Eletro,Aprovado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869457836,72.63,1.0,45909,Full - Deco Eletro,Entregue,72.63,0.0,0.0,0.0,72.63,0.0,0.0
DECO ELETRO,869457861,21.11,1.0,45910,TikTok Shop,Enviado,21.11,2.0,5.0,0.0,18.11,0.0,-3.0
DECO ELETRO,869457864,36.86,2.0,45911,ML - Deco Eletro,Entregue,36.86,0.0,0.0,0.0,36.86,0.0,0.0
DECO ELETRO,869457885,22.18,1.0,45912,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869458004,21.37,1.0,45913,Shopee,Entregue,21.37,5.07,0.0,0.0,26.44,0.0,5.07
DECO ELETRO,869458076,66.93,1.0,45914,Full - Deco Eletro,Enviado,66.93,0.0,0.0,0.0,66.93,0.0,0.0
DECO ELETRO,869458250,23.98,1.0,45915,ML - Deco Eletro,Entregue,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869458476,35.82,2.0,45918,TikTok Shop,Entregue,35.82,2.0,0.0,0.0,37.82,0.0,2.0
DECO ELETRO,869458544,258.0,2.0,45920,Full - Deco Eletro,Enviado,258.0,0.0,0.0,0.0,258.0,0.0,0.0
DECO ELETRO,869458606,96.42,2.0,45921,ML - Deco Eletro,Entregue,96.42,0.0,0.0,0.0,96.42,0.0,0.0
DECO ELETRO,869458651,66.22,2.0,45922,ML - Deco Eletro,Entregue,66.22,0.0,0.0,0.0,66.22,0.0,0.0
DECO ELETRO,869458785,50.25,3.0,45923,Shopee,Enviado,50.25,0.0,0.0,0.0,50.25,0.0,0.0
DECO ELETRO,869458840,50.25,3.0,45924,Shopee,Enviado,50.25,0.0,0.0,0.0,50.25,0.0,0.0
DECO ELETRO,869458857,179.42,1.0,45925,ML - Deco Eletro,Entregue,179.42,0.0,0.0,0.0,179.42,0.0,0.0
DECO ELETRO,869458956,42.08,2.0,45926,ML - Deco Eletro,Entregue,42.08,0.0,0.0,0.0,42.08,0.0,0.0
DECO ELETRO,869459040,36.86,2.0,45928,ML - Deco Eletro,Entregue,36.86,0.0,0.0,0.0,36.86,0.0,0.0
DECO ELETRO,869459115,37.5,2.0,45929,Shopee,Entregue,37.5,10.83,0.0,0.0,48.33,0.0,10.83
DECO ELETRO,869459139,33.53,1.0,45930,ML - Deco Eletro,Entregue,33.53,0.0,0.0,0.0,33.53,0.0,0.0
DECO ELETRO,869459234,20.9,1.0,45931,Shopee,Enviado,20.9,3.87,0.0,0.0,24.77,0.0,3.87
DECO ELETRO,869459244,27.76,1.0,45932,ML - Deco Eletro,Entregue,27.76,0.0,0.0,0.0,27.76,0.0,0.0
DECO ELETRO,869459355,141.13,1.0,45933,Shopee,Enviado,141.13,0.0,7.05,0.0,134.08,0.0,-7.05
DECO ELETRO,869459361,36.86,2.0,45934,ML - Deco Eletro,Entregue,36.86,0.0,0.0,0.0,36.86,0.0,0.0
DECO ELETRO,869459383,23.9,1.0,45935,ML - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869459817,21.11,1.0,45937,TikTok Shop,Entregue,21.11,0.0,1.61,0.0,19.5,0.0,-1.61
DECO ELETRO,869460039,36.86,2.0,45938,ML - Deco Eletro,Entregue,36.86,0.0,0.0,0.0,36.86,0.0,0.0
DECO ELETRO,869460169,20.9,1.0,45939,Shopee,Enviado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869460292,45.0,1.0,45940,Shopee,Enviado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869460342,37.5,2.0,45941,Shopee,Enviado,37.5,0.0,3.68,0.0,33.82,0.0,-3.68
DECO ELETRO,869460548,173.5,10.0,45942,Full - Deco Eletro,Entregue,173.5,0.0,0.0,0.0,173.5,0.0,0.0
DECO ELETRO,869460559,55.18,2.0,45943,Magalu,Pronto para envio,55.18,17.9,3.86,0.0,69.22,0.0,14.04
DECO ELETRO,869460581,258.0,2.0,45944,Full - Deco Eletro,Entregue,258.0,0.0,0.0,0.0,258.0,0.0,0.0
DECO ELETRO,869460845,38.09,1.0,45946,ML - Deco Eletro,Enviado,38.09,0.0,0.0,0.0,38.09,0.0,0.0
DECO ELETRO,869460909,21.11,1.0,45947,TikTok Shop,Entregue,21.11,7.2,0.0,0.0,28.31,0.0,7.2
DECO ELETRO,869461067,41.5,2.0,45948,Full - Deco Eletro,Entregue,41.5,0.0,0.0,0.0,41.5,0.0,0.0
DECO ELETRO,869461091,21.11,1.0,45949,TikTok Shop,Entregue,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869461101,66.54,3.0,45950,ML - Deco Eletro,Entregue,66.54,0.0,0.0,0.0,66.54,0.0,0.0
DECO ELETRO,869461142,18.75,1.0,45951,TikTok Shop,Entregue,18.75,0.8,0.0,0.0,19.55,0.0,0.8
DECO ELETRO,869461167,30.0,2.0,45952,TikTok Shop,Entregue,30.0,2.0,0.0,0.0,32.0,0.0,2.0
DECO ELETRO,869461275,21.11,1.0,45953,TikTok Shop,Entregue,21.11,8.1,0.55,0.0,28.66,0.0,7.55
DECO ELETRO,869461284,21.11,1.0,45954,TikTok Shop,Entregue,21.11,8.4,0.0,0.0,29.51,0.0,8.4
DECO ELETRO,869461292,20.9,1.0,45955,Shopee,Enviado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869461327,118.0,1.0,45956,ML - Deco Eletro,Entregue,118.0,0.0,0.0,0.0,118.0,0.0,0.0
DECO ELETRO,869461347,20.9,1.0,45957,Shopee,Entregue,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869461419,85.05,5.0,45958,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869461457,81.9,5.0,45959,Full - Deco Eletro,Entregue,81.9,0.0,0.0,0.0,81.9,0.0,0.0
DECO ELETRO,869461532,21.04,1.0,45960,ML - Deco Eletro,Entregue,21.04,0.0,0.0,0.0,21.04,0.0,0.0
DECO ELETRO,869461631,21.32,2.0,45961,ML - Deco Eletro,Aprovado,21.32,0.0,0.0,0.0,21.32,0.0,0.0
DECO ELETRO,869461738,22.18,1.0,45962,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869462227,22.18,1.0,45963,ML - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869462598,20.9,1.0,45964,Shopee,Entregue,20.9,9.94,0.0,0.0,30.84,0.0,9.94
DECO ELETRO,869465739,21.11,1.0,45965,TikTok Shop,Entregue,21.11,3.0,0.0,0.0,24.11,0.0,3.0
DECO ELETRO,869467390,328.64,2.0,45966,Full - Deco Eletro,Entregue,328.64,0.0,0.0,0.0,328.64,0.0,0.0
DECO ELETRO,869467700,20.78,1.0,45967,Shopee,Entregue,20.78,0.0,0.0,0.0,20.78,0.0,0.0
DECO ELETRO,869468357,21.11,1.0,45968,TikTok Shop,Enviado,21.11,0.0,0.63,0.0,20.48,0.0,-0.63
DECO ELETRO,869468475,85.05,5.0,45969,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869468482,34.0,2.0,45970,ML - Deco Eletro,Enviado,34.0,0.0,0.0,0.0,34.0,0.0,0.0
DECO ELETRO,869468684,82.88,8.0,45971,ML - Deco Eletro,Entregue,82.88,1.99,0.0,0.0,84.87,0.0,1.99
DECO ELETRO,869468822,50.2,1.0,45972,Shopee,Enviado,50.2,0.0,0.0,0.0,50.2,0.0,0.0
DECO ELETRO,869468849,180.16,2.0,45973,ML - Deco Eletro,Entregue,180.16,0.0,0.0,0.0,180.16,0.0,0.0
DECO ELETRO,869468898,21.11,1.0,45974,TikTok Shop,Entregue,21.11,8.1,0.0,0.0,29.21,0.0,8.1
DECO ELETRO,869469067,20.9,1.0,45976,Shopee,Entregue,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869469287,21.11,1.0,45977,TikTok Shop,Entregue,21.11,2.0,0.0,0.0,23.11,0.0,2.0
DECO ELETRO,869469327,45.0,1.0,45978,Shopee,Entregue,45.0,9.62,0.0,0.0,54.62,0.0,9.62
DECO ELETRO,869469506,38.0,2.0,45979,ML - Deco Eletro,Entregue,38.0,0.0,0.0,0.0,38.0,0.0,0.0
DECO ELETRO,869469685,23.9,1.0,45980,Full - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869469821,119.9,1.0,45981,Magalu,Pronto para envio,119.9,0.0,8.39,0.0,111.51,0.0,-8.39
DECO ELETRO,869469836,85.05,5.0,45982,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869470028,47.31,1.0,45983,ML - Deco Eletro,Aprovado,47.31,0.0,0.0,0.0,47.31,0.0,0.0
DECO ELETRO,869470029,38.0,2.0,45984,ML - Deco Eletro,Enviado,38.0,0.0,0.0,0.0,38.0,0.0,0.0
DECO ELETRO,869470303,21.11,1.0,45986,TikTok Shop,Entregue,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869470352,154.31,1.0,45987,ML - Deco Eletro,Entregue,154.31,0.0,0.0,0.0,154.31,0.0,0.0
DECO ELETRO,869470848,228.76,4.0,45988,Full - Deco Eletro,Entregue,228.76,0.0,0.0,0.0,228.76,0.0,0.0
DECO ELETRO,869470944,21.11,1.0,45989,TikTok Shop,Enviado,21.11,9.6,0.63,0.0,30.08,0.0,8.97
DECO ELETRO,869470950,23.9,1.0,45990,Full - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869471318,71.43,3.0,45991,ML - Deco Eletro,Entregue,71.43,0.0,0.0,0.0,71.43,0.0,0.0
DECO ELETRO,869471433,365.06,2.0,45992,Magalu,Pronto para envio,365.06,0.0,0.0,0.0,365.06,0.0,0.0
DECO ELETRO,869471497,44.36,2.0,45993,Full - Deco Eletro,Entregue,44.36,6.99,0.0,0.0,51.35,0.0,6.99
DECO ELETRO,869471512,20.9,1.0,45994,Shopee,Enviado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869471790,118.0,1.0,45995,ML - Deco Eletro,Entregue,118.0,0.0,0.0,0.0,118.0,0.0,0.0
DECO ELETRO,869471906,23.98,1.0,45996,Full - Deco Eletro,Entregue,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869472214,53.0,1.0,45997,Shopee,Enviado,53.0,0.0,0.0,0.0,53.0,0.0,0.0
DECO ELETRO,869472296,38.0,2.0,45998,ML - Deco Eletro,Entregue,38.0,0.0,0.0,0.0,38.0,0.0,0.0
DECO ELETRO,869472835,43.9,2.0,45999,ML - Deco Eletro,Entregue,43.9,0.0,0.0,0.0,43.9,0.0,0.0
DECO ELETRO,869472875,101.74,1.0,46000,ML - Deco Eletro,Entregue,101.74,0.0,0.0,0.0,101.74,0.0,0.0
DECO ELETRO,869473085,198.95,6.0,46001,Full - Deco Eletro,Entregue,198.95,0.0,0.0,0.0,198.95,0.0,0.0
DECO ELETRO,869473143,81.75,3.0,46002,ML - Deco Eletro,Entregue,81.75,0.0,0.0,0.0,81.75,0.0,0.0
DECO ELETRO,869473956,23.9,1.0,46003,Full - Deco Eletro,Entregue,23.9,9.99,0.0,0.0,33.89,0.0,9.99
DECO ELETRO,869473970,56.0,1.0,46004,Shopee,Entregue,56.0,0.0,0.0,0.0,56.0,0.0,0.0
DECO ELETRO,869473994,21.11,1.0,46005,TikTok Shop,Entregue,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869474160,69.0,1.0,46006,Full - Deco Eletro,Entregue,69.0,0.0,0.0,0.0,69.0,0.0,0.0
DECO ELETRO,869474276,21.37,1.0,46007,Shopee,Enviado,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869474300,24.15,1.0,46008,TikTok Shop,Entregue,24.15,2.0,0.72,0.0,25.43,0.0,1.28
DECO ELETRO,869474312,61.5,3.0,46009,Full - Deco Eletro,Entregue,61.5,0.0,0.0,0.0,61.5,0.0,0.0
DECO ELETRO,869475016,72.63,1.0,46010,Full - Deco Eletro,Entregue,72.63,4.99,0.0,0.0,77.62,0.0,4.99
DECO ELETRO,869475042,21.11,1.0,46011,TikTok Shop,Entregue,21.11,0.6,0.0,0.0,21.71,0.0,0.6
DECO ELETRO,869475070,22.5,1.0,46012,Full - Deco Eletro,Entregue,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869475209,22.18,1.0,46013,Full - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869475410,21.11,1.0,46014,TikTok Shop,Entregue,21.11,1.6,0.0,0.0,22.71,0.0,1.6
DECO ELETRO,869477179,27.76,1.0,46015,ML - Deco Eletro,Entregue,27.76,7.99,0.0,0.0,35.75,0.0,7.99
DECO ELETRO,869477717,33.46,1.0,46016,ML - Deco Eletro,Entregue,33.46,0.0,0.0,0.0,33.46,0.0,0.0
DECO ELETRO,869479653,41.0,2.0,46017,Full - Deco Eletro,Entregue,41.0,0.0,0.0,0.0,41.0,0.0,0.0
DECO ELETRO,869479773,22.18,1.0,46018,Full - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869480144,47.96,2.0,46019,Full - Deco Eletro,Entregue,47.96,0.0,0.0,0.0,47.96,0.0,0.0
DECO ELETRO,869480475,21.11,1.0,46020,TikTok Shop,Entregue,21.11,18.1,0.94,0.0,38.27,0.0,17.16
DECO ELETRO,869480592,20.9,1.0,46021,Shopee,Entregue,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869480729,41.8,2.0,46022,Shopee,Enviado,41.8,0.0,0.0,0.0,41.8,0.0,0.0
DECO ELETRO,869480782,38.0,2.0,46023,ML - Deco Eletro,Entregue,38.0,0.0,0.0,0.0,38.0,0.0,0.0
DECO ELETRO,869480791,85.05,5.0,46024,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869480950,20.79,1.0,46025,Shopee,Entregue,20.79,18.11,0.0,0.0,38.9,0.0,18.11
DECO ELETRO,869480970,23.9,1.0,46026,Full - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869480994,85.05,5.0,46027,Full - Deco Eletro,Entregue,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869481003,10.23,1.0,46028,TikTok Shop,Entregue,10.23,0.0,0.0,0.0,10.23,0.0,0.0
DECO ELETRO,869481224,57.19,1.0,46029,Full - Deco Eletro,Entregue,57.19,10.99,0.0,0.0,68.18,0.0,10.99
DECO ELETRO,869481273,22.22,1.0,46030,ML - Deco Eletro,Aprovado,22.22,0.0,0.0,0.0,22.22,0.0,0.0
DECO ELETRO,869481592,23.9,1.0,46031,Full - Deco Eletro,Entregue,23.9,9.99,0.0,0.0,33.89,0.0,9.99
DECO ELETRO,869481678,79.76,2.0,46032,Shopee,Enviado,79.76,12.04,5.76,0.0,86.04,0.0,6.28
DECO ELETRO,869481710,31.3,2.0,46033,Shopee,Enviado,31.3,0.0,1.26,0.0,30.04,0.0,-1.26
DECO ELETRO,869482183,25.69,1.0,46034,ML - Deco Eletro,Entregue,25.69,0.0,0.0,0.0,25.69,0.0,0.0
DECO ELETRO,869483722,21.11,1.0,46036,TikTok Shop,Enviado,21.11,8.1,0.0,0.0,29.21,0.0,8.1
DECO ELETRO,869484453,22.18,1.0,46037,Full - Deco Eletro,Entregue,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869484564,45.0,2.0,46038,Full - Deco Eletro,Entregue,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869484607,107.6,4.0,46039,ML - Deco Eletro,Entregue,107.6,0.0,0.0,0.0,107.6,0.0,0.0
DECO ELETRO,869484626,25.9,1.0,46040,Shopee,Enviado,25.9,0.0,0.0,0.0,25.9,0.0,0.0
DECO ELETRO,869484738,66.54,3.0,46041,Full - Deco Eletro,Entregue,66.54,0.0,0.0,0.0,66.54,0.0,0.0
DECO ELETRO,869484911,38.0,2.0,46042,ML - Deco Eletro,Entregue,38.0,0.0,0.0,0.0,38.0,0.0,0.0
DECO ELETRO,869484961,23.9,1.0,46043,Full - Deco Eletro,Entregue,23.9,9.99,0.0,0.0,33.89,0.0,9.99
DECO ELETRO,869485221,283.6,4.0,46044,Shopee,Enviado,283.6,0.0,41.53,0.0,242.07,0.0,-41.53
DECO ELETRO,869485260,20.9,1.0,46045,Shopee,Entregue,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869485272,56.0,1.0,46046,Shopee,Enviado,56.0,0.0,0.0,0.0,56.0,0.0,0.0
DECO ELETRO,869485852,22.5,1.0,46047,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869485939,22.5,1.0,46048,Full - Deco Eletro,Entregue,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869486012,47.8,2.0,46049,Full - Deco Eletro,Entregue,47.8,0.0,0.0,0.0,47.8,0.0,0.0
DECO ELETRO,869486089,23.98,1.0,46050,Full - Deco Eletro,Entregue,23.98,9.99,0.0,0.0,33.97,0.0,9.99
DECO ELETRO,869486186,25.9,1.0,46051,Shopee,Entregue,25.9,0.0,0.0,0.0,25.9,0.0,0.0
DECO ELETRO,869486349,29.82,1.0,46052,ML - Deco Eletro,Entregue,29.82,0.0,0.0,0.0,29.82,0.0,0.0
DECO ELETRO,869486428,138.0,1.0,46053,Full - Deco Eletro,Entregue,138.0,0.0,0.0,0.0,138.0,0.0,0.0
DECO ELETRO,869486851,47.96,2.0,46054,Full - Deco Eletro,Entregue,47.96,0.0,0.0,0.0,47.96,0.0,0.0
DECO ELETRO,869487861,23.9,1.0,46055,Full - Deco Eletro,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869488356,67.37,1.0,46056,ML - Deco Eletro,Entregue,67.37,0.0,0.0,0.0,67.37,0.0,0.0
DECO ELETRO,869488364,24.85,1.0,46057,Full - Deco Eletro,Entregue,24.85,4.99,0.0,0.0,29.84,0.0,4.99
DECO ELETRO,869488366,328.64,2.0,46058,Full - Deco Eletro,Entregue,328.64,0.0,0.0,0.0,328.64,0.0,0.0
DECO ELETRO,869488762,170.82,6.0,46059,ML - Deco Eletro,Entregue,170.82,0.0,0.0,0.0,170.82,0.0,0.0
DECO ELETRO,869488798,17.22,1.0,46060,TikTok Shop,Entregue,17.22,0.0,0.0,0.0,17.22,0.0,0.0
DECO ELETRO,869489023,21.11,1.0,46061,TikTok Shop,Enviado,21.11,11.4,5.0,0.0,27.51,0.0,6.4
DECO ELETRO,869489465,316.0,2.0,46062,Full - Deco Eletro,Entregue,316.0,0.0,0.0,0.0,316.0,0.0,0.0
DECO ELETRO,869489476,66.92,2.0,46063,ML - Deco Eletro,Entregue,66.92,0.0,0.0,0.0,66.92,0.0,0.0
