empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos,percentual,percentual_acumulado,classe_abc,assessor
DECO ELETRO,DE00332,Organizador De Cabos Horizontal Fechado Guia 1u P/ Racks 19,13.0,593.51,4,0.0036470963150261,0.8216523138792441,B,CHRIS
DECO ELETRO,DE07443-220V,Trava Eco Lock Com Temporizador Portão Basculante Ipec - 220V,5.0,590.0,5,0.0036255274988886,0.8252778413781328,B,CHRIS
DECO ELETRO,DE07494-127V,Trava Cinza Portões Deslizantes Dz Lock Plus Temporizador - 127V,3.0,577.59,3,0.0035492685221747,0.8288271099003075,B,CHRIS
DECO ELETRO,DE07518,Fechadura Inox Eletroímã M100 Com Sensor Imã Magnética Ipec,2.0,559.16,1,0.0034360168750484,0.832263126775356,B,CHRIS
DECO ELETRO,DE00150-CZ,Fechadura Magnética Eletroímã M150 Sem Sensor - IPEC - CINZA,3.0,496.7000000000001,3,0.0030522025571152,0.8353153293324712,B,CHRIS
DECO ELETRO,DE06419,Teclado De Acesso Touch Controle Rfid Digital Leitor Cartão,3.0,483.06000000000006,3,0.0029683852773104,0.8382837146097817,B,CHRIS
DECO ELETRO,DE01443-PT,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - PRETO,29.0,480.11,14,0.002950257639816,0.8412339722495977,B,CHRIS
DECO ELETRO,DE05629,Arandela Meia Lua Led 6w 6 Fachos Ip66 Bivolt 3000k Preta,22.0,475.98,11,0.0029248789473237,0.8441588511969215,B,CHRIS
DECO ELETRO,DE00230,"Receptor Universal Com Fonte 2a 433,92 Mhz 1 Canal Ipec",5.0,450.38,5,0.0027675679236431,0.8469264191205647,B,CHRIS
DECO ELETRO,DE00172,Fonte Carregadora Timer Digital 2+2 4a Com Receptor Ipec,2.0,449.42,2,0.0027616687602551,0.8496880878808198,B,CHRIS
DECO ELETRO,DE01440-BR,Sirene Piezoelétrica Alta Potencia 1 Som Alarme Ipec Branca,21.0,438.97,14,0.0026974539087918,0.8523855417896117,B,CHRIS
DECO ELETRO,DE06120-220V,Automatizador Motor Deslizante 450kg De Portão Idealle Ipec - 220V,1.0,427.71,1,0.0026282616382197,0.8550138034278315,B,CHRIS
DECO ELETRO,DE00163-BR,Caixa Organizadora Gabinete Cftv Vertical De Cabos L450 Ipec - BRANCO,2.0,418.84,2,0.0025737558264992,0.8575875592543307,B,CHRIS
DECO ELETRO,DE00249,Botoeira Simples Sem Fio Abertura Fechadura Black Portão,11.0,399.11,6,0.0024525157289516,0.8600400749832824,B,CHRIS
DECO ELETRO,DE00242,BOTOEIRA SIMPLES SEM FIO 433 CODE LEARN IPEC,11.0,397.57,9,0.0024430524876833,0.8624831274709658,B,CHRIS
DECO ELETRO,DE01494-CZ,Suporte U Para Porta Fechadura De Vidro Eletromagnetica Ipec - CINZA,5.0,389.35,5,0.0023925409011734,0.8648756683721391,B,CHRIS
DECO ELETRO,DE07510,Vídeo Porteiro Interfone Campainha Casa Pt-300protection Porteiro Casa Bivolt,1.0,387.36,1,0.0023803124270669,0.8672559807992061,B,CHRIS
DECO ELETRO,DE07409,Protetor de Surto Bivolt 127/220V Anti Raio 10A Ipec 1Tomada,10.0,376.72,6,0.0023149300328497,0.8695709108320558,B,CHRIS
DECO ELETRO,DE07502,Kit 2 Caixa Protetora Grade Antivandalismo Câmeras Segurança,2.0,375.2,2,0.0023055896908187,0.8718765005228746,B,CHRIS
DECO ELETRO,DE00171,FONTE CARREGADOR ELETRONICO COM TIMER 2A SEM RECEPTOR IPEC,3.0,373.9,3,0.0022976012403974,0.874174101763272,B,CHRIS
DECO ELETRO,DE00183,Sensor Alarme Infravermelho Passivo Vision F Com Fio Ipec,12.0,372.69,7,0.0022901658365437,0.8764642675998158,B,CHRIS
DECO ELETRO,DE00297,Semáforo Led Sinalizador Ipec Estacionamento Luz 12 Volt,2.0,365.06,1,0.0022432797775327,0.8787075473773485,B,CHRIS
DECO ELETRO,DE05019,Suporte de Video Game para ps4 slim - Branco,5.0,362.33,5,0.002226504031648,0.8809340514089965,B,CHRIS
DECO ELETRO,DE00210,Teclado Senha Controle De Acesso Com Fio 2 Canais Ipec,3.0,359.44,3,0.0022087450918653,0.8831427965008618,B,CHRIS
DECO ELETRO,DE02357,Filtro De Linha 12 Tomadas Com Voltímetro Branco Ipec,3.0,358.43,3,0.0022025386803841,0.885345335181246,B,CHRIS
DECO ELETRO,DE02528-PT-127,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - PRETO - 127V,3.0,354.0,3,0.0021753164993332,0.8875206516805793,B,CHRIS
DECO ELETRO,DE03060,Controlador De Acesso De Portaria Rfid Tag Ipec,3.0,353.87,3,0.002174517654291,0.8896951693348704,B,CHRIS
DECO ELETRO,DE00255-VM,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Vermelho,13.0,352.85,6,0.0021682497931913,0.8918634191280617,B,CHRIS
DECO ELETRO,DE01649-PT,Suporte De Mola Aérea 65/85Kg Para Porta Vidro Ipec F3/F4 - PRETO,3.0,350.16,2,0.0021517198457811,0.8940151389738428,B,CHRIS
DECO ELETRO,DE07561,Protetor Para Campainha Porteiro Video Anti Furto Smart Home,7.0,343.43,7,0.0021103642524463,0.8961255032262891,B,CHRIS
DECO ELETRO,DE03010,Kit Alarme Max Sem Fio C/ Controle Sirene Discadora Sensor,1.0,339.46,1,0.0020859687538521,0.8982114719801413,B,CHRIS
DECO ELETRO,DE06207-PT,Botoeira Botok 2 Botão De Inox Acionador De Saida Fech Ipec - PRETA,5.0,336.85,4,0.0020699304033909,0.9002814023835323,B,CHRIS
DECO ELETRO,DE00002,Suporte duplo de poste para câmeras de CFTV,2.0,335.92,2,0.0020642155888587,0.9023456179723912,B,CHRIS
DECO ELETRO,DE06207-CZ,Botoeira Botok 2 Botão De Inox Acionador De Saida Fech Ipec - CINZA,5.0,333.68,4,0.0020504508742867,0.904396068846678,B,CHRIS
DECO ELETRO,DE06502,"Sensor Magnético De Abertura Sem Fio 433,92mhz Ipec 3V",12.0,332.40000000000003,3,0.0020425853231027,0.9064386541697806,B,CHRIS
DECO ELETRO,DE01548,Controlador De Semáforo Central 2 Níveis Ipec Bivolt,2.0,331.62,2,0.0020377922528499,0.9084764464226306,B,CHRIS
DECO ELETRO,DE06477-220V,Automatizador Motor Deslizante 300kg De Portão Idealle Ipec - 220V,1.0,322.16,1,0.0019796609136304,0.910456107336261,B,CHRIS
DECO ELETRO,DE06478-220V,Automatizador Deslizante Motor  300kg Portão Idealle Ipec - 220V,1.0,321.59,1,0.0019761582853688,0.9124322656216298,B,CHRIS
DECO ELETRO,DE06460,Botão de Panico Acionamento-NF,12.0,312.90000000000003,5,0.0019227585667835,0.9143550241884132,B,CHRIS
DECO ELETRO,DE00162-BR,CAIXA PLÁSTICA IN BOX IPEC  - BRANCO,32.0,311.04,4,0.0019113289377192,0.9162663531261324,B,CHRIS
DECO ELETRO,DE02005,Fonte 12v 2a Bivolt Estabilizada Led Alimentação Cftv Plug,31.0,297.18,19,0.0018261597663046,0.9180925128924372,B,CHRIS
DECO ELETRO,DE00194,Sensor De Barreira Ativo Ir 15 Articulado Feixe Simples Ipec,4.0,289.6,1,0.0017795809553867,0.9198720938478238,B,CHRIS
DECO ELETRO,DE02525,Placa Central P/ Motor Portão Eletrônico Universal 433mhz,4.0,288.34,4,0.0017718383034399,0.9216439321512636,B,CHRIS
DECO ELETRO,DE01487-CZ,Fechadura Magnética DZM150 ipec - CINZA,1.0,278.81,1,0.00171327681689,0.9233572089681538,B,CHRIS
DECO ELETRO,DE06485,Placa Central Motor P/ Portão Full Range X1 Full Range Ipec,6.0,273.34000000000003,5,0.001679663875502,0.925036872843656,B,CHRIS
DECO ELETRO,DE02020,ALICATE TORQUES DE ARMADOR 12 COD. F4502 FAMASTIL,7.0,271.35,7,0.0016674354013956,0.9267043082450516,B,CHRIS
DECO ELETRO,DE00319-PT,Filtro De Linha Ipec Com 3 Carregadores Usb 6 Tomadas 10a - PRETO,3.0,270.24,2,0.0016606144937282,0.9283649227387798,B,CHRIS
DECO ELETRO,DE00184,"SENSOR VISION RF SEM FIO 433,92 SENSOR INFRAVERMELHO PASSIVO IPEC",5.0,268.57,4,0.0016503524074178,0.9300152751461976,B,CHRIS
DECO ELETRO,DE06147,Central Placa Motor Comando Universal Eletrônico X1 Ipec,6.0,264.53,3,0.0016255267614932,0.9316408019076908,B,CHRIS
DECO ELETRO,DE00231,"RECEPTOR COM FONTE UNIVERSAL 433,92 MHZ 2 CANAIS IPEC",3.0,263.43,3,0.0016187673034444,0.9332595692111354,B,CHRIS
DECO ELETRO,DE00231,"Receptor Universal Ipec 2 Canais 433,92 MHz Com Fonte 2A",3.0,263.43,3,0.0016187673034444,0.93487833651458,B,CHRIS
DECO ELETRO,DE00143,Temporizador de Potência Bivolt Trava Lock Plus e Eco Lock,5.0,259.4,4,0.0015940031071385,0.9364723396217184,B,CHRIS
DECO ELETRO,DE06435,Fechadura Elétrica 12v Social Portão Preta F90 Porta Ipec,2.0,250.0,2,0.0015362404656307,0.9380085800873492,B,CHRIS
DECO ELETRO,DE00145-CZ,Fechadura Eletroímã Magnética 150 Kg Sem Sensor Força Kgf - CINZA,1.0,245.45,1,0.0015082808891563,0.9395168609765056,B,CHRIS
DECO ELETRO,DE065002,Fonte Carregador Eletrônico Receptor Com Timer 1A F100 Ipec,2.0,245.12,2,0.0015062530517416,0.9410231140282472,B,CHRIS
DECO ELETRO,DE06492-PT,"Botoeira Eletrônica 1,3A Com Receptor Temporizada AF12 Ipec",3.0,241.22,3,0.0014822877004778,0.9425054017287252,B,CHRIS
DECO ELETRO,DE06492-BR,"Botoeira Eletrônica 1,3A Com Receptor Temporizada AF12 Ipec - Branco",3.0,239.13,3,0.0014694447301851,0.9439748464589104,B,CHRIS
DECO ELETRO,DE06492-PT,"Botoeira Eletrônica 1,3A Com Receptor Temporizada AF12 Ipec - Preto",3.0,237.27,3,0.0014580151011208,0.9454328615600311,B,CHRIS
DECO ELETRO,DE02528-BR-127,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - BRANCO - 127V,2.0,236.0,2,0.0014502109995554,0.9468830725595866,B,CHRIS
DECO ELETRO,DE06197,Botoeira 2 Botão Dupla Com Fio Simples Para Fechadura Ipec,9.0,234.94,4,0.0014436973399811,0.9483267698995678,B,CHRIS
DECO ELETRO,DE03199,FITA DE LED RGB REF. 6803 WHZ LED,5.0,223.0,2,0.0013703264953426,0.9496970963949104,B,CHRIS
DECO ELETRO,DE00244,Botoeira Simples Com  Fio 433mhz  P/  Fechaduras e Portões  - IPEC,12.0,220.06,12,0.0013522603074668,0.9510493567023772,C,CHRIS
DECO ELETRO,DE02335-PT-220,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 220 - preta,2.0,211.8,2,0.0013015029224824,0.9523508596248595,C,CHRIS
DECO ELETRO,DE06486-220V,Trava Dz Lock Plus Portões Deslizantes Ipec Temporizador - 220V,1.0,209.52,1,0.0012874924094358,0.9536383520342956,C,CHRIS
DECO ELETRO,DE00296,SINALEIRA AUDIOVISUAL MAXI - IPEC,1.0,207.99,1,0.0012780906177861,0.9549164426520816,C,CHRIS
DECO ELETRO,DE07029-MINI,"Receptor Para Central Rxflex Mini 433,92mhz Ipec",6.0,207.53,6,0.0012752639353294,0.956191706587411,C,CHRIS
DECO ELETRO,DE06526,Filtro de Linha 6 Tomadas Extensão 3 Metros Régua Bivolt,4.0,206.48,4,0.0012688117253737,0.9574605183127848,C,CHRIS
DECO ELETRO,DE00215,Central De Portão Rampa X4 Com Sensor Hall Ipec,2.0,201.43,2,0.001237779667968,0.9586982979807528,C,CHRIS
DECO ELETRO,DE00301,Protetor De Rede Elétrica Pro-rede Bivolt Contra Surtos Ipec,6.0,200.76,3,0.0012336625435201,0.959931960524273,C,CHRIS
DECO ELETRO,DE07390,Botoeira Inox De Botão Acionador Sobrepor Mecânica Aço Ipec,4.0,200.24,4,0.0012304671633516,0.9611624276876246,C,CHRIS
DECO ELETRO,DE00289,BOX ANTI-VANDALISMO BRANCO COM 2 PEÇAS IPEC,1.0,195.9,1,0.0012037980288682,0.9623662257164928,C,CHRIS
DECO ELETRO,DE05009,Filtro de Linha 8 Tomadas Extensão 3 Metros Régua Bivolt,3.0,180.9,1,0.0011116236009304,0.9634778493174232,C,CHRIS
DECO ELETRO,DE07430,Kit Fechadura Magnética Eletroímã M60 Com Bloco Blanque Ipec,2.0,169.78,1,0.0010432916250191,0.9645211409424423,C,CHRIS
DECO ELETRO,DE06469,Central Portão Placa Canais Receptor X6 Dupla Controles Ipec,1.0,161.99,1,0.0009954223721101,0.9655165633145526,C,CHRIS
DECO ELETRO,DE00329,Regua Tomada Filtro De Linha 8 Tomadas Rack 19 Preto Ipec,2.0,147.42,2,0.0009058902777731,0.9664224535923258,C,CHRIS
DECO ELETRO,DE06215,Módulo Wifi Control Mono Para Centrais App Celular Ipec,1.0,146.29,1,0.0008989464708685,0.9673214000631944,C,CHRIS
DECO ELETRO,DE00224,Receptor Placa Custom Mono Code Learn Sensor 433mhz Central,3.0,143.4,3,0.0008811875310858,0.96820258759428,C,CHRIS
DECO ELETRO,DE02359-BR,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - BRANCO,1.0,142.77,1,0.0008773162051124,0.9690799037993926,C,CHRIS
DECO ELETRO,DE02359-PT,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - PRETO,1.0,142.77,1,0.0008773162051124,0.969957220004505,C,CHRIS
DECO ELETRO,DE02331-CZ,Suporte De Mola Aérea 45Kg Para Porta Vidro Ipec F2 - CINZA,2.0,140.3,2,0.000862138149312,0.970819358153817,C,CHRIS
DECO ELETRO,DE04384,REFLETOR DE LED 10W BRANCO QUENTE LUMENS PERKON,3.0,128.7,1,0.0007908565917067,0.9716102147455238,C,CHRIS
DECO ELETRO,DE06213-PT,Botoeira Botok 4 Botão De Inox Acionador De Saida Fech Ipec - PRETO,1.0,122.84,1,0.0007548471151923,0.972365061860716,C,CHRIS
DECO ELETRO,DE01502-PT,Sirene Piezoelétrica Alta Potencia 3 Som Para Alarme Ipec - PRETO,6.0,121.83,4,0.0007486407037112,0.9731137025644272,C,CHRIS
DECO ELETRO,DE01443-RS,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec,6.0,120.31,6,0.0007393003616801,0.9738530029261074,C,CHRIS
DECO ELETRO,DE00181-PT,Alarme De Porta Ou Janela Aberta Com Sirene Ipec Com Fio,1.0,119.43,1,0.0007338927952411,0.9745868957213486,C,CHRIS
DECO ELETRO,DE02528-CZ-127,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - CINZA - 127V,1.0,118.0,1,0.0007251054997777,0.9753120012211264,C,CHRIS
DECO ELETRO,DE02528-CZ-220,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - CINZA - 220V,1.0,118.0,1,0.0007251054997777,0.9760371067209042,C,CHRIS
DECO ELETRO,DE06558-AZ,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - AZUL,4.0,117.86,3,0.0007242452051169,0.9767613519260212,C,CHRIS
DECO ELETRO,DE01494-4,Suporte U Para Porta Fechadura De Vidro Eletromagnetica Ipec - METAL CROMO,1.0,117.36,1,0.0007211727241857,0.9774825246502068,C,CHRIS
DECO ELETRO,DE02916-127,RESISTENCIA ZAGONEL TORNEIRA LUNA 4 MOMENT 4 TEMPERATURAS 5500W - 127,4.0,114.0,3,0.0007005256523276,0.9781830503025344,C,CHRIS
DECO ELETRO,DE07029,Receptor RX Flex Mini IPEC P/ Central de Portão Automatizado,4.0,111.78,2,0.0006868838369928,0.9788699341395274,C,CHRIS
DECO ELETRO,DE00225,Receptor Placa Duplo Custom Code Learn 433mhz Central Ipec,2.0,109.83,2,0.0006749011613609,0.9795448353008884,C,CHRIS
DECO ELETRO,DE00330,Regua 10 Tomada Rack 19 1u Proteção Contra Sobrecarga Ipec,2.0,106.02,1,0.0006514888566647,0.980196324157553,C,CHRIS
DECO ELETRO,DE02335-CZ-127,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 127 - CINZA,1.0,105.9,1,0.0006507514612412,0.980847075618794,C,CHRIS
DECO ELETRO,DE00255-VD,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Verde,4.0,101.26,3,0.000622238838199,0.9814693144569931,C,CHRIS
DECO ELETRO,DE00195,Sensor Barreira Iva Refletiva Infra Ativo Reflex Corpo Unico,1.0,94.54,1,0.0005809446944829,0.982050259151476,C,CHRIS
DECO ELETRO,DE00255-AZ,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Azul,4.0,94.16,4,0.0005786096089751,0.9826288687604512,C,CHRIS
DECO ELETRO,DE07487,Sinaleira De Garagem Audiovisual Lux Led Bivolt Ipec,1.0,93.67,1,0.0005755985776625,0.9832044673381138,C,CHRIS
DECO ELETRO,DE01443-AZ,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - AZUL,4.0,93.54,3,0.0005747997326204,0.9837792670707344,C,CHRIS
DECO ELETRO,DE06492-BR,"Botoeira Eletrônica 1,3A Com Receptor Temporizada AF12 Ipec",1.0,84.76,1,0.0005208469674674,0.9843001140382016,C,CHRIS
DECO ELETRO,DE06492-BR,Botoeira Eletrônica 2A Com Receptor Temporizada AF12 Ipec,1.0,84.76,1,0.0005208469674674,0.9848209610056692,C,CHRIS
DECO ELETRO,DE01507,Central Placa De Comando Motor Portão P3000 St Full Ipec,1.0,83.04,1,0.0005102776330639,0.9853312386387332,C,CHRIS
DECO ELETRO,DE06398,Sensor Ipec De Movimento Presença Pet 20kg Ir 476,3.0,82.47,1,0.0005067750048022,0.9858380136435354,C,CHRIS
DECO ELETRO,DE03196,Arandela Led 10w Branco Quente Luz Tubo Parede Hitec,3.0,79.82,2,0.0004904908558666,0.986328504499402,C,CHRIS
DECO ELETRO,DE00396,LUMINARIA/ ARANDELA/TARTARUGA LED 12W/ 2700K /OVAL OUROLUX COD.5803,2.0,79.8,1,0.0004903679566293,0.9868188724560314,C,CHRIS
DECO ELETRO,DE00411,CHAVE INTERRUPTOR ALAVANCA ON OFF METALICA UNIPOLAR 15A 14123 A1B1P1Q-CB MARGIRIUS,2.0,76.0,2,0.0004670171015517,0.9872858895575832,C,CHRIS
DECO ELETRO,DE06509,Filtro de Linha Metálico 12 Tomadas Extensão Régua Bivolt,1.0,74.61,1,0.0004584756045628,0.987744365162146,C,CHRIS
DECO ELETRO,DE00255-RS,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Rosa,3.0,73.48,3,0.0004515317976582,0.988195896959804,C,CHRIS
DECO ELETRO,DE04381-BC,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - BRANCO,5.0,73.1,1,0.0004491967121504,0.9886450936719546,C,CHRIS
DECO ELETRO,DE04381-RS,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - ROSA,4.0,72.58,2,0.0004460013319819,0.9890910950039364,C,CHRIS
DECO ELETRO,DE07483,Filtro de Linha Voltimetro Tomadas 8 Extensão Régua Bivolt,1.0,67.38,1,0.0004140475302968,0.9895051425342334,C,CHRIS
DECO ELETRO,DE06558-VR,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - VERMELHO,2.0,66.92,1,0.00041122084784,0.9899163633820734,C,CHRIS
DECO ELETRO,DE01776,CHUVEIRINHO MANUAL QUICK DE BANHO FAME,5.0,64.52,4,0.0003964729393699,0.9903128363214434,C,CHRIS
DECO ELETRO,DE00303,Protetor De Linha Telefonica Protel Contra Surtos Ipec,2.0,63.24,2,0.0003886073881859,0.9907014437096292,C,CHRIS
DECO ELETRO,DE07580-BR,Botoeira Externo Ipec Aço Inox 3A Porta IP65 Segurança Botão - Branco,1.0,60.9,1,0.0003742281774276,0.991075671887057,C,CHRIS
DECO ELETRO,DE07580-PT,Botoeira Externo Ipec Aço Inox 3A Porta IP65 Segurança Botão - Preto,1.0,60.9,1,0.0003742281774276,0.9914499000644847,C,CHRIS
DECO ELETRO,DE04858,LAMPADA LED BULBO 9W BRANCO QUENTE ELGIN,6.0,58.8,1,0.0003613237575163,0.9918112238220012,C,CHRIS
DECO ELETRO,DE00909,CHAVE RODA TIPO CRUZ 17X19X21X23MM FOXLUX REF: 45.13,1.0,58.0,1,0.0003564077880263,0.9921676316100276,C,CHRIS
DECO ELETRO,DE06558-CZ,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - CINZA,2.0,56.97,2,0.0003500784773079,0.9925177100873356,C,CHRIS
DECO ELETRO,DE00255-BR,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Branco,2.0,54.5,2,0.0003349004215075,0.992852610508843,C,CHRIS
DECO ELETRO,DE00248,Botoeira Simples Com Fio Abertura Fechadura Black Portão,2.0,50.54,1,0.0003105663725319,0.9931631768813748,C,CHRIS
DECO ELETRO,DE07618,Suporte de mesa para celular de ferro preto,3.0,50.010000000000005,2,0.0003073095427447,0.9934704864241196,C,CHRIS
DECO ELETRO,DE04763,REFLETOR DE LED  SLIM 30W VERDE IP65 AVANT,2.0,49.95,2,0.000306940845033,0.9937774272691527,C,CHRIS
DECO ELETRO,DE01181,CHAVE INTERRUPTOR ALAVANCA METALICA ON OFF 10A BIPOLAR CS-301C MB1S/SS-CB MARGIRIUS,1.0,49.9,1,0.0003066335969399,0.9940840608660928,C,CHRIS
DECO ELETRO,DE03616,INTERRUPTOR WIFI AUTOMAÇAO RESIDENCIAL CASA INTELIGENTE MS101 NOVADIGITAL,1.0,48.0,1,0.0002949581694011,0.9943790190354936,C,CHRIS
DECO ELETRO,DE01443-LR,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - LARANJA,2.0,45.18,2,0.0002776293769487,0.9946566484124424,C,CHRIS
DECO ELETRO,DE01443-BR,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - BRANCO,2.0,43.06,2,0.0002646020578002,0.9949212504702428,C,CHRIS
DECO ELETRO,DE02945,RESISTENCIA PRATIMIX TIPO L 3T 220V 5500W MAXI DUCHA,4.0,42.64,2,0.0002620211738179,0.9951832716440608,C,CHRIS
DECO ELETRO,DE03520,REFLETOR LED 10W VERDE AVANT,2.0,41.8,1,0.0002568594058534,0.9954401310499142,C,CHRIS
DECO ELETRO,DE00207-PT,Sirene Elite Piezoelétrica 12v Alarme E Cerca Elétrica 1 Som,2.0,40.67,2,0.0002499155989488,0.9956900466488632,C,CHRIS
DECO ELETRO,DE04387-BR,Arandela Luminária Oval Tartaruga Branca Aço Vidro Resistente - BRANCO,2.0,38.0,1,0.0002335085507758,0.9959235551996388,C,CHRIS
DECO ELETRO,DE07503,Controle Portão Remoto Tx Flex 4 Botões Eletrônico 433Mhz,1.0,36.77,1,0.0002259502476849,0.996149505447324,C,CHRIS
DECO ELETRO,DE04381-CZ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - CINZA,2.0,36.38,1,0.0002235537125585,0.9963730591598824,C,CHRIS
DECO ELETRO,DE00669,Lâmpada Led Bulbo 12w Bivolt E27 6500k Luz Branca Ourolux,2.0,35.74,2,0.0002196209369665,0.9965926800968492,C,CHRIS
DECO ELETRO,DE07615,Suporte Fone De Ouvido Headset Mesa Aço Headphone Preto,1.0,33.53,1,0.0002060405712504,0.9967987206680996,C,CHRIS
DECO ELETRO,DE06558-PT,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - PRETO,1.0,33.46,1,0.00020561042392,0.9970043310920196,C,CHRIS
DECO ELETRO,DE00144,Módulo Temporizador Para Trava Eletromagnética Bivolt Ipec,1.0,33.24,1,0.0002042585323102,0.9972085896243298,C,CHRIS
DECO ELETRO,DE00112,LAMPADA VINTAGE LED GLOBO G125 4W BIVOLT 2400K OUROLUX,1.0,30.91,1,0.0001899407711705,0.9973985303955004,C,CHRIS
DECO ELETRO,DE01346,FONTE COM PINO P4 12V 2A IMPORTADO,2.0,30.840000000000003,2,0.0001895106238402,0.9975880410193406,C,CHRIS
DECO ELETRO,DE06301,Rele Para Fechadura Eletrônica Ipec Digital  12V  Portão,1.0,29.82,1,0.0001832427627404,0.997771283782081,C,CHRIS
DECO ELETRO,DE02178,FONTE CHAVEADA 12V 1A COM BORNE IPEC,1.0,28.88,1,0.0001774664985896,0.9979487502806706,C,CHRIS
DECO ELETRO,DE00313,Módulo Relé Ipec RELÉ FLAT 3 VIAS Para Travas Luz 110v/220v,1.0,27.37,1,0.0001681876061772,0.998116937886848,C,CHRIS
DECO ELETRO,DE02005,Fonte 12v 2a Bivolt Estabilizada Led Alimentação Cftv Plug ,3.0,27.0,2,0.0001659139702881,0.998282851857136,C,CHRIS
DECO ELETRO,DE04578,ALICATE DESENCAPADOR CABO GM1050 CHEVROLET,1.0,26.0,1,0.0001597690084256,0.9984426208655616,C,CHRIS
DECO ELETRO,DE06558-LR,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - LARANJA,1.0,25.9,1,0.0001591545122393,0.9986017753778008,C,CHRIS
DECO ELETRO,DE01533-VD,Controle Remoto Tx Ipec Portão 433Mhz Saw Ppa Garen Seg Rcg - VERDE,1.0,25.69,1,0.0001578640702482,0.9987596394480492,C,CHRIS
DECO ELETRO,DE04381-AZ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - AZUL,1.0,25.59,1,0.0001572495740619,0.9989168890221112,C,CHRIS
DECO ELETRO,DE04381-LJ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - LARANJA,1.0,25.59,1,0.0001572495740619,0.999074138596173,C,CHRIS
DECO ELETRO,DE04381-VD,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - VERDE,1.0,25.59,1,0.0001572495740619,0.9992313881702348,C,CHRIS
DECO ELETRO,DE00255-RX,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - ROXO,1.0,24.52,1,0.000150674464869,0.999382062635104,C,CHRIS
DECO ELETRO,DE01533-RS,Controle Remoto Tx Ipec Portão 433Mhz Saw Ppa Garen Seg Rcg - ROSA,1.0,24.4,1,0.0001499370694455,0.9995319997045496,C,CHRIS
DECO ELETRO,DE00313,MÓDULO RELÉ PARA ACIONAMENTOS DE TRAVAS - IPEC,1.0,23.7,1,0.0001456355961417,0.9996776353006912,C,CHRIS
DECO ELETRO,DE00965,LÂMPADA BULBO LED A60 9W BIVOLT 6500K YU ELGIN,4.0,22.0,1,0.0001351891609755,0.9998128244616667,C,CHRIS
DECO ELETRO,DE05921-B,TORNEIRA DE COZINHA BICA MOVEL DE PAREDE SIMPLES CRYSTALINA - Branco,1.0,19.9,1,0.0001222847410642,0.9999351092027312,C,CHRIS
DECO ELETRO,DE00162-PT,CAIXA PLÁSTICA IN BOX IPEC  - PRETO,1.0,10.56,1,6.489079726824491e-05,0.9999999999999992,C,CHRIS
DECO HOME,DH02317,LIQUIDIFICADOR VINTAGE VERDE 1000W 127V - ARIETE,11.0,6428.06,11,0.077491441723978,0.077491441723978,A,JOYCE
DECO HOME,DH04054,LIQUIDIFICADOR VINTAGE VERDE 1000W 220V-ARIETE,10.0,5815.1,10,0.0701020965530976,0.1475935382770756,A,JOYCE
DECO HOME,DH02324,FORNO DE PIZZA ELETRICO PRETO 1200W 127V ARIETE,4.0,4556.0,4,0.0549234152286138,0.2025169535056895,A,JOYCE
