empresa,id_pedido,numero_pedido,situacao,canal,data_pedido,data_faturamento,data_envio,data_entrega,dias_pedido_faturamento,dias_faturamento_envio,dias_envio_entrega
DECO ELETRO,869451649,45801,Entregue,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869451681,45802,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869451689,45803,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869451714,45804,Enviado,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869451765,45805,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452004,45806,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452016,45807,Enviado,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869452019,45808,Enviado,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869452063,45809,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452241,45810,Entregue,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869452259,45811,Aprovado,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452292,45812,Entregue,Full - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452321,45813,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452337,45814,Enviado,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452353,45815,Enviado,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452387,45817,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452428,45818,Entregue,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869452484,45820,Entregue,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869452491,45821,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452538,45822,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452560,45823,Entregue,Full - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452737,45824,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452754,45825,Entregue,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452787,45826,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452841,45827,Enviado,Shopee,09/05/2026,,,,,,
DECO ELETRO,869452883,45830,Enviado,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452953,45831,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869452962,45832,Entregue,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869453000,45833,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869453028,45834,Enviado,TikTok Shop,09/05/2026,,,,,,
DECO ELETRO,869453038,45835,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869453174,45838,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869453202,45839,Entregue,ML - Deco Eletro,09/05/2026,,,,,,
DECO ELETRO,869453111,45836,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869453156,45837,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869453689,45840,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869453708,45841,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869453856,45842,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869454346,45843,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454374,45844,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454388,45845,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869454406,45846,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454419,45847,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454452,45848,Enviado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869454460,45849,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869454474,45850,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454896,45851,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869454918,45852,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869454997,45854,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455084,45855,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869455133,45856,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455304,45857,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455305,45858,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869455315,45859,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455509,45860,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869455545,45861,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455558,45862,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455575,45863,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455601,45864,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455635,45865,Enviado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455640,45866,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869455652,45868,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455732,45869,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455782,45871,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455801,45872,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455807,45873,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455818,45874,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869455831,45875,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869455858,45876,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869455873,45877,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869455888,45878,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869455948,45880,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869455995,45881,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456004,45882,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869456033,45883,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456202,45884,Pronto para envio,Magalu,10/05/2026,,,,,,
DECO ELETRO,869456324,45885,Enviado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456335,45886,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869456405,45887,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456628,45888,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869456690,45889,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869456705,45890,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456770,45891,Aprovado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869456802,45893,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869456843,45894,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869456867,45895,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869456891,45896,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869457127,45899,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869457139,45900,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869457145,45901,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869457204,45902,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869457308,45903,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869457587,45906,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869457734,45907,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869457749,45908,Aprovado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869457836,45909,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869457861,45910,Enviado,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869457864,45911,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869457885,45912,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458004,45913,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869458076,45914,Enviado,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458250,45915,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458476,45918,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869458544,45920,Enviado,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458606,45921,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458651,45922,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458785,45923,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869458840,45924,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869458857,45925,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869458956,45926,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459040,45928,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459115,45929,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869459139,45930,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459234,45931,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869459244,45932,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459355,45933,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869459361,45934,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459383,45935,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869459817,45937,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869460039,45938,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869460169,45939,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869460292,45940,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869460342,45941,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869460548,45942,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869460559,45943,Pronto para envio,Magalu,10/05/2026,,,,,,
DECO ELETRO,869460581,45944,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869460845,45946,Enviado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869460909,45947,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461067,45948,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461091,45949,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461101,45950,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461142,45951,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461167,45952,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461275,45953,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461284,45954,Entregue,TikTok Shop,10/05/2026,,,,,,
DECO ELETRO,869461292,45955,Enviado,Shopee,10/05/2026,,,,,,
DECO ELETRO,869461327,45956,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461347,45957,Entregue,Shopee,10/05/2026,,,,,,
DECO ELETRO,869461419,45958,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461457,45959,Entregue,Full - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461532,45960,Entregue,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461631,45961,Aprovado,ML - Deco Eletro,10/05/2026,,,,,,
DECO ELETRO,869461738,45962,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869462227,45963,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869462598,45964,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869465739,45965,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869467390,45966,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869467700,45967,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869468357,45968,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869468475,45969,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869468482,45970,Enviado,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869468684,45971,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869468822,45972,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869468849,45973,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869468898,45974,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869469067,45976,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869469287,45977,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869469327,45978,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869469506,45979,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869469685,45980,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869469821,45981,Pronto para envio,Magalu,11/05/2026,,,,,,
DECO ELETRO,869469836,45982,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869470028,45983,Aprovado,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869470029,45984,Enviado,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869470303,45986,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869470352,45987,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869470848,45988,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869470944,45989,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869470950,45990,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869471318,45991,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869471433,45992,Pronto para envio,Magalu,11/05/2026,,,,,,
DECO ELETRO,869471497,45993,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869471512,45994,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869471790,45995,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869471906,45996,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869472214,45997,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869472296,45998,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869472835,45999,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869472875,46000,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869473085,46001,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869473143,46002,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869473956,46003,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869473970,46004,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869473994,46005,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869474160,46006,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869474276,46007,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869474300,46008,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869474312,46009,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869475016,46010,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869475042,46011,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869475070,46012,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869475209,46013,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869475410,46014,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869477179,46015,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869477717,46016,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869479653,46017,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869479773,46018,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869480144,46019,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869480475,46020,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869480592,46021,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869480729,46022,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869480782,46023,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869480791,46024,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869480950,46025,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869480970,46026,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869480994,46027,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869481003,46028,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869481224,46029,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869481273,46030,Aprovado,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869481592,46031,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869481678,46032,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869481710,46033,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869482183,46034,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869483722,46036,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869484453,46037,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869484564,46038,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869484607,46039,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869484626,46040,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869484738,46041,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869484911,46042,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869484961,46043,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869485221,46044,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869485260,46045,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869485272,46046,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869485852,46047,Enviado,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869485939,46048,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869486012,46049,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869486089,46050,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869486186,46051,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869486349,46052,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869486428,46053,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869486851,46054,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869487861,46055,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869488356,46056,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869488364,46057,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869488366,46058,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869488762,46059,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869488798,46060,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869489023,46061,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869489465,46062,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489476,46063,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489512,46064,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869489749,46066,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489761,46067,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869489789,46068,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489840,46069,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489861,46070,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489910,46071,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489913,46072,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489932,46073,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489982,46074,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489992,46075,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869489993,46076,Enviado,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490078,46078,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490085,46079,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490148,46080,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490188,46081,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490292,46082,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869490329,46083,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490349,46084,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869490355,46085,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869490494,46086,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869490511,46087,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869490549,46088,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869490610,46089,Enviado,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869490657,46090,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869490784,46091,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869491109,46094,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869491128,46095,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869491398,46096,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491401,46097,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491446,46098,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491495,46099,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869491524,46100,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491529,46101,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491675,46102,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869491686,46103,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869491747,46104,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869491763,46105,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491822,46106,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869491930,46107,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869491993,46108,Enviado,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869492024,46109,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492081,46110,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869492199,46111,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869492255,46112,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492330,46114,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869492363,46115,Enviado,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869492407,46116,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492468,46117,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492488,46118,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492499,46119,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492537,46120,Enviado,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492568,46121,Pronto para envio,Magalu,11/05/2026,,,,,,
DECO ELETRO,869492615,46122,Entregue,Shopee,11/05/2026,,,,,,
DECO ELETRO,869492632,46123,Entregue,TikTok Shop,11/05/2026,,,,,,
DECO ELETRO,869492707,46124,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869492768,46125,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869492912,46128,Entregue,Full - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869510636,46195,Entregue,ML - Deco Eletro,11/05/2026,,,,,,
DECO ELETRO,869492811,46126,Enviado,Shopee,12/05/2026,,,,,,
DECO ELETRO,869492896,46127,Pronto para envio,Magalu,12/05/2026,,,,,,
DECO ELETRO,869493454,46129,Entregue,Shopee,12/05/2026,,,,,,
DECO ELETRO,869493814,46131,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869493860,46132,Aprovado,ML - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869493904,46133,Entregue,TikTok Shop,12/05/2026,,,,,,
DECO ELETRO,869493927,46134,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869493970,46135,Enviado,ML - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869493991,46136,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869494169,46137,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869494329,46138,Entregue,ML - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869495203,46139,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869496242,46141,Entregue,TikTok Shop,12/05/2026,,,,,,
DECO ELETRO,869496344,46142,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869496412,46143,Enviado,Shopee,12/05/2026,,,,,,
DECO ELETRO,869497082,46144,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869497309,46145,Enviado,ML - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869497353,46146,Enviado,Shopee,12/05/2026,,,,,,
DECO ELETRO,869497413,46147,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869497736,46148,Entregue,TikTok Shop,12/05/2026,,,,,,
DECO ELETRO,869497782,46149,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869499383,46150,Entregue,TikTok Shop,12/05/2026,,,,,,
DECO ELETRO,869501195,46151,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
DECO ELETRO,869501955,46152,Entregue,Full - Deco Eletro,12/05/2026,,,,,,
